URN,URN-commentedOn,Author,Date,Text,Translation,Notes
urn:cite:dc3:harpocration.287.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀρύββας,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀρύββας: Ἀλκέτου μὲν υἱὸς, Μολοττῶν δὲ βασιλεύς· <person TLG=""0014"">Δημοσθένης</person> Φιλιππικοῖς<ref TLG=""0014.001.13""/>.","Arrybas: son of Alketas, and king of the Molossians. Demosthenes in the Philippics.",""
urn:cite:dc3:harpocration.288.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀρχαιρεσιάζειν,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀρχαιρεσιάζειν: τὸ ἀξιοῦν ἑαυτὸν αἱρεθῆναι ἄρχοντα <person TLG=""0029"">Δείναρχος</person> ἐν τῷ κατὰ Πολυεύκτου.",Archairesiazein: to think oneself worthy of being chosen for a magistracy. Deinarchos in Against Polyeuktos.,""
urn:cite:dc3:harpocration.289.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀρχαίως,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀρχαίως: <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.011"">Πανηγυρικῷ</work> ""τά τε παλαιὰ καινῶς διελθεῖν καὶ περὶ τῶν νεωστὶ γενομένων ἀρχαίως εἰπεῖν."" ἔνιοι μέν φασι σημαίνειν ἀρχαιοτρόπως, τουτέστιν ἀρχαιοτέροις ὀνόμασι χρῆσθαι. <person TLG=""0536"">Ἔφορος</person> ἐν τῇ α τῶν ἱστοριῶν τρόπον τινὰ ἐξηγήσατο. φησὶ περὶ τῶν ἀρχαίων πραγμάτων τοὺς νεωτέρους διεξέρχεσθαι. ""περὶ μὲν γὰρ τῶν καθ' ἡμᾶς γεγενημένων"" φησὶ ""τοὺς ἀκριβέστατα λέγοντας πιστοτάτους ἡγούμεθα, περὶ δὲ τῶν παλαιῶν τοὺς οὕτω διεξιόντας ἀπιθανωτάτους εἶναι νομίζομεν, ὑπολαμβάνοντες οὔτε τὰς πράξεις ἁπάσας οὔτε τῶν λόγων τοὺς πλείστους εἰκὸς εἶναι μνημονεύεσθαι διὰ τοσούτων."" <person TLG=""0014"">Δημοσθένης</person> δ' ἐν Φιλιππικοῖς φησὶν <q TLG=""0014.009.48"">οὕτω δὲ ἀρχαίως εἶχον, μᾶλλον δὲ πολιτικῶς</q> ἀντὶ τοῦ ἁπλῶς.","Archaios (archaically): Isokrates in the Panegyrikos: “to relate ancient matters in a newfangled way and to speak about recent events archaically.” Some say that it means 'in an old-fashioned way,' that is, to use rather old-fashioned words. Ephoros in the first book of Histories explained in a way. He says that recent authors talk about ancient events in detail. “For where it concerns events that have happened in our time,” he says, “we consider those who speak most accurately most trustworthy, but where it concerns ancient affairs we think those who discourse this way most unworthy of trust, because we suspect that it is likely that neither all of the events nor the majority of the speeches are remembered to so great an extent.” Demosthenes in the Philippics says “they were so old-fashioned, or rather civic-minded” for 'simple'.",""
urn:cite:dc3:harpocration.290.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀρχὴ_ἄνδρα_δείκνυσι,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀρχὴ ἄνδρα δείκνυσι: <person TLG=""0014"">Δημοσθένης</person> προοιμίοις δημηγορικοῖς<ref TLG=""0014.062.48.2"">. Σοφοκλῆς μὲν οὖν ἐν ταῖς ἐλεγείαις Σόλωνός φησιν αὐτὸ εἶναι ἀπόφθεγμα, Θεόφραστος δ' ἐν τῷ παροιμιῶν καὶ <person TLG=""0086"">Ἀριστοτέλης</person> Βίαντος.","Arche andra deiknusi (office reveals a man): Demosthenes in Rhetorical Preludes. Sophokles then, in the elegiacs, says that this is a saying of Solon, and Theophrastos, in On Proverbs, and Aristotle (say that it is a saying) of Bias.",""
urn:cite:dc3:harpocration.291.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀρχὴν_ἰᾶσθαι_πολὺ_λώϊον_ἠὲ_τελευτήν,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,Ἀρχὴν ἰᾶσθαι πολὺ λώϊον ἠὲ τελευτήν: ἄλλη παροιμία. δηλοῖ δὲ ὡς ἀρχόμενα τὰ δεινὰ δεῖ μᾶλλον πειρᾶσθαι κωλύειν ἢ ἀκμάσαντα καὶ τελειωθέντα.,Archen iasthai poly loion e teleuten (much better to heal a beginning than an end): Another proverb. And it shows that it is necessary rather to attempt to prevent terrible things when they are starting then when they are at their peak or completed.,""
urn:cite:dc3:harpocration.292.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀρχιδάμειος_πόλεμος,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀρχιδάμειος πόλεμος: <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατ' Ἀνδροτίωνος καὶ <person TLG=""0029"">Δείναρχος</person> κατὰ Πυθέου ξενίας. τὰ πρῶτα δέκα ἔτη τοῦ Πελοποννησιακοῦ πολέμου Ἀρχιδάμειος ἐκλήθη πόλεμος, ὡς ἔοικεν, ἀπὸ τοῦ τὸν Ἀρχίδαμον εἰς τὴν Ἀττικὴν ἐμβαλεῖν, καθὰ <person TLG=""0003"">Θουκυδίδης</person> καὶ <person TLG=""0536"">Ἔφορος</person> καὶ <person TLG=""0547"">Ἀναξιμένης</person> φασίν.","Archidameios polemos (Archidamian war): Lysias in Against Androtion and Deinarchos, Against Pytheas for xenia. The first ten years of the Peloponnesian War were called the Archidameian War, as it seems, after Archidamos' invasion of Attika, as Thukydides and Ephoros and Anaximenes say.",""
urn:cite:dc3:harpocration.293.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀσήμαντα,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀσήμαντα: τὰ ὑφ' ἡμῶν λεγόμενα ἀσφράγιστα· σημεῖα γὰρ ἔλεγον τὰς σφραγῖδας· <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ κατ' Ἀντίου.",Asemanta (unmarked): What are called by us 'unsealed.' For they used to call seals 'marks' (semeia): Hyperides in Against Antias.,""
urn:cite:dc3:harpocration.294.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀσπασία,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀσπασία: <person TLG=""0540"">Λυσίας</person> ἐν τῷ πρὸς Αἰσχίνην τὸν Σωκρατικὸν, οὗ διάλογος ἐπιγραφόμενος Ἀσπασία. μνημονεύουσι δ' αὐτῆς πολλάκις καὶ οἱ ἄλλοι Σωκρατικοὶ, καὶ <person TLG=""0059"">Πλάτων</person> ἐν τῷ <work TLG=""0059.028"">Μενεξένῳ</work> τὸν Σωκράτην παρ' αὐτῆς φησὶ μαθεῖν τὰ πολιτικά. ἦν δὲ τὸ μὲν γένος Μιλησία, δεινὴ δὲ περὶ λόγους· Περικλέους δέ φασιν αὐτὴν διδάσκαλόν τε ἅμα καὶ ἐρωμένην εἶναι. δοκεῖ δὲ δυοῖν πολέμων αἰτία γεγονέναι, τοῦ τε Σαμιακοῦ καὶ τοῦ Πελοποννησιακοῦ, ὡς ἔστι μαθεῖν παρά τε Δούριδος τοῦ Σαμίου καὶ Θεοφράστου ἐκ τοῦ δ τῶν Πολιτικῶν καὶ ἐκ τῶν Ἀριστοφάνους Ἀχαρνέων. δοκεῖ δὲ καὶ ἐξ αὐτῆς ἐσχηκέναι ὁ Περικλῆς τὸν ὁμώνυμον αὐτῷ Περικλέα τὸν νόθον, ὡς ἐμφαίνει καὶ <person TLG=""0461"">Εὔπολις</person> ἐν τοῖς Δήμοις. Λυσικλεῖ δὲ τῷ δημαγωγῷ συνοικήσασα Πορίστην ἔσχεν, ὡς ὁ Σωκρατικὸς <person TLG=""0026"">Αἰσχίνης</person> φησίν.","Aspasia: Lysias in the speech against Aischines the Socratic, whose dialogue was titled Aspasia. And also mentioning her many times are the other Socratics as well, and Plato in the Menexenos says that Sokrates learned politics from her. She was by descent Milesian and skilled at speaking. They say that she was both teacher and, at the same time, a beloved of Perikles. She seems to have been the cause of two wars, the Samian and the Peloponnesian, as it is possible to learn from Douris of Samos and Theophrastos, from the fourth book of Politika, and from Aristophanes' Acharnians. Perikles seems also to have had from her his homonymous bastard son, Perikles, as Eupolis indicates in Demes. After she married the demagogue Lysikles, she had Poristes, as the Socratic Aischines says.",""
urn:cite:dc3:harpocration.295.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀσταθμητότατον,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀσταθμητότατον: περὶ οὗ οὐδεὶς ἂν δύναιτο τεκμήρασθαι οὐδὲ σταθμήσασθαι τί ποτε διανοεῖται ἢ τί πράξει· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.019"">παραπρεσβείας</work>.",Astathmetotaton: concerning which no one could conjecture or estimate what at some point one has in mind or what one will do: Demosthenes in On the False Embassy.,""
urn:cite:dc3:harpocration.296.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἄστικτον_χωρίον,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἄστικτον χωρίον: τὸ μὴ ὑποκείμενον δανειστῇ· ὅταν γὰρ ὑποκέηται, εἴωθεν ὁ δανείσας αὐτὸ τοῦτο δηλοῦν διὰ γραμμάτων ἐπόντων τῷ χωρίῳ. τὸ δ' αὐτὸ καὶ ἐπ' οἰκίας γίνεται· <person TLG=""0540"">Λυσίας</person> ἐν τῷ πρὸς Αἰσχίνην τὸν Σωκρατικόν.","Astikton chorion: that which was not hypothecated to a lender; for whenever it is hypothecated, the lender was accustomed to show this through documents that lay upon the site. The same thing also happens in the case of a dwelling. Lysias in the Against Aischines the Socratic.",""
urn:cite:dc3:harpocration.297.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀστράβη,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀστράβη: ἡ ἡμίονος· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.021"">κατὰ Μειδίου</work>. μήποτε δὲ καὶ πᾶν ὑποζύγιον, ἐφ' οὗ ἄνθρωποι ὀχοῦνται, οὕτως ἐκαλεῖτο.",Astrabe: the mule. Demosthenes in Against Meidias. And perhaps also any draught animal on which people ride was so called.,""
urn:cite:dc3:harpocration.298.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀστυνόμος,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀστυνόμος: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.024"">κατὰ Τιμοκράτους</work>. δέκα φησὶν εἶναι τοὺς ἀστυνόμους <person TLG=""0086"">Ἀριστοτέλης</person> ἐν τῇ <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work>, πέντε μὲν ἐν Πειραιεῖ, πέντε δ' ἐν ἄστει. τούτοις δέ φησι μέλειν περί τε τῶν αὐλητρίδων καὶ ψαλτριῶν καὶ τῶν κοπρολόγων καὶ τῶν τοιούτων.","Astynomos: Demosthenes Against Timokrates. Aristotle in the Constitution of the Athenians says that the astynomoi  were ten, five in Peiraieus, five in the city. He says that they took care concerning flute-girls and female harpists and dung collectors and such.",""
urn:cite:dc3:harpocration.299.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀταρνεύς,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀταρνεύς: πολίχνιόν τι καταντικρὺ Λέσβου κείμενον· <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.011"">Πανηγυρικῷ</work>, <person TLG=""0016"">Ἡρόδοτος</person> ἐν ϛ.","Atarneus: a little town lying opposite from Lesbos; Isokrates in Panegyrikos, Herodotos in book 6.",""
urn:cite:dc3:harpocration.300.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀτίμητος_ἀγὼν_καὶ_τιμητός,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀτίμητος ἀγὼν καὶ τιμητός: ὁ μὲν τιμητὸς ἐφ' ᾧ τίμημα ὡρισμένον ἐκ τῶν νόμων οὐ κεῖται, ἀλλὰ τοὺς δικαστὰς ἔδει τιμᾶσθαι ὅ τι χρὴ παθεῖν ἢ ἀποτῖσαι· ὁ δὲ ἀτίμητος τοὐναντίον ᾧ πρόσεστιν ἐκ τῶν νόμων ὡρισμένον τίμημα, ὡς μηδὲν δεῖν τοὺς δικαστὰς διατιμῆσαι. <person TLG=""0026"">Αἰσχίνης</person> <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work>, <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.021"">κατὰ Μειδίου</work>.","Atimetos agon kai timetos (suit without assessed penalty and with assessed penalty): A suit with assessed penalty is one for which a penalty does not lie defined in accordance with the laws, but it was necessary for the jurors to assess what (a convicted defendant) must suffer or pay. The suit without assessed penalty, by contrast, is one to which a penalty defined in accordance with the laws attached, so that the jurors were not required to choose an assessment. Aischines, Against Kteiphon; Demosthenes, Against Meidias.",""
urn:cite:dc3:harpocration.301.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀττικοῖς_γράμμασιν,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀττικοῖς γράμμασιν: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.059"">κατὰ Νεαίρας</work> ἀντὶ τοῦ παλαιοῖς· τὴν γὰρ τῶν κδ στοιχείων γραμματικὴν ὀψέ ποτε παρὰ τοῖς Ἴωσιν εὑρεθῆναι. <person TLG=""0566"">Θεόπομπος</person> δ' ἐν τῇ κε τῶν Φιλιππικῶν ἐσκευωρῆσθαι λέγει τὰς πρὸς τὸν βάρβαρον συνθήκας, ἃς οὐ τοῖς Ἀττικοῖς γράμμασιν ἐστηλιτεῦσθαι, ἀλλὰ τοῖς τῶν Ἰώνων.","Attikois grammasin (in Attic letters): Demosthenes, Against Neaira, for ‘in ancient (letters).' For the alphabet of 24 letters was at some late date discovered among the Ionians. Theopompos in the 25th book of the Philippika says that the treaty with the barbarian was fabricated, which (he says) was inscribed on a stele not in Attic letters, but in those of the Ionians.",""
urn:cite:dc3:harpocration.302.1,urn:cts:greekLit:tlg1389.tlg001.dc3:ἀφεὶς_καὶ_ἀπαλλάξας,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Ἀφεὶς καὶ Ἀπαλλάξας: τὸ μὲν ἀφείς, ὅταν ἀπολύσῃ τίς τινα τῶν ἐγκλημάτων ὧν ἐνεκάλει αὐτῷ, τὸ δὲ ἀπαλλάξας, ὅταν πείσῃ τὸν ἐγκαλοῦντα ἀποστῆναι καὶ μηκέτι ἐγκαλεῖν· <person TLG=""0014"">Δημοσθένης</person> ἐν τῇ ὑπὲρ Φορμίωνος παραγραφῇ. ἔστι δὲ καὶ οὕτως εἰπεῖν, ὅτι ἀφίησι μέν τις αὐτῶν μόνων ὧν ἂν ἐγκαλῇ, ἀπαλλάττει δὲ, ὅταν μηδὲ ἄλλον τινὰ λόγον ὑπολίπηται ἑαυτῷ πρὸς τὸν ἐγκαλούμενον. <person TLG=""0014"">Δημοσθένης</person> ἐν τῇ <work TLG=""0014.036"">ὑπὲρ Φορμίωνος</work> παραγραφῇ <q TLG=""0014.036.2"">ἵν' ἀπαλλαγή τις αὐτῷ γένηται παρ' ὑμῶν κυρία.</q>","Apheis kai apallaxas (having released and discharged): “Released” whenever one lets another off from the charges which he was bringing against him, but “discharged” whenever one persuades the one making the charge to withdraw and charge him no longer: Demosthenes in the counter-suit For Phormio. It is also possible to put it this way: that one releases (a person) only from the things that one charges, while one discharges, whenever one reserves for oneself no further argument against the one charged. Demosthenes in the countersuit For Phormio: “in order that he may have from you a valid discharge.”",""
urn:cite:dc3:harpocration.303.1,urn:cts:greekLit:tlg1389.tlg001.dc3:βεβαιώσεως,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Βεβαιώσεως: δίκης ὄνομά ἐστιν, ἣν δικάζονται οἱ ὠνησάμενοί τι τῷ ἀποδομένῳ, ἂν ἕτερος μὲν ἀμφισβητῇ τοῦ πραθέντος, ὁ δὲ μὴ βεβαιοῖ. ἐνίοτε δὲ καὶ ἀρραβῶνος μόνου δοθέντος, εἶτα ἀμφισβητήσαντος τοῦ πεπρακότος, ἐλάγχανε τὴν τῆς βεβαιώσεως δίκην ὁ τὸν ἀρραβῶνα δοὺς τῷ λαβόντι. <person TLG=""0540"">Λυσίας</person> ἐν δυσὶ λόγοις.","Bebaioseos (for warranty): Is a name for an action that those who have purchased something bring against him who has sold it, if a third party has a dispute over the item sold, and the latter (i.e. the seller) does not warrant it. And sometimes, also when earnest money alone has been given and the one who has sold disputed (the transaction), then the one who gave the earnest money used to bring the action for warranty against the one who received it. Lysias in two speeches.",""
urn:cite:dc3:harpocration.304.1,urn:cts:greekLit:tlg1389.tlg001.dc3:βιαίων,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Βιαίων: ὄνομα δίκης κατὰ τῶν βίᾳ πραττόντων ὁτιοῦν· ὁ δὲ ἁλοὺς ἀποτίνει εἰς τὸ δημόσιον ἴσον ὅσον τῷ ἑλόντι. <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.021"">κατὰ Μειδίου</work><ref TLG=""0014.021.44""/>. εἰσὶ δὲ καὶ ἐν τοῖς Λυσιακοῖς φερόμενοι λόγοι βιαίων. καὶ δῆλον ὅτι οὐκ ἐπὶ φθορᾷ παρθένων μόνον οὔτε τὸ ὄνομα οὔτε ἡ δίκη ἐλέγετο, ἀλλὰ καὶ ἐπ' ἄλλων.","Biaion (for violence): Name of an action against those who do something by force. The one who is convicted pays a fine to the treasury equal to the amount [that he pays] to the victor. Demosthenes, Against Meidias. There are also speeches for violence circulating in the Lysiac corpus. And it is clear that neither the word nor the action was used only in the case of the corruption of virgins, but also for other (wrongs).",""
urn:cite:dc3:harpocration.305.1,urn:cts:greekLit:tlg1389.tlg001.dc3:βουλεύσεως,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>",2015-06-01T14:35:15.795Z,"Βουλεύσεως: ἐγκλήματος ὄνομα ἐπὶ δυοῖν ταττόμενον πραγμάτοιν· τὸ μὲν γάρ ἐστιν ὅταν ἐξ ἐπιβουλῆς τίς τινι κατασκευάσῃ θάνατον, ἐάν τε ἀποθάνῃ ὁ ἐπιβουλευθεὶς ἐάν τε μὴ, τὸ δ' ἕτερον ὅταν ἐγγεγραμμένος ὡς ὀφείλων τῷ δημοσίῳ αὐτὸς δικάζηταί τινι ὡς οὐ δικαίως αὐτὸν ἐγγεγραφότι. τοῦ μὲν οὖν προτέρου μάρτυς <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ πρὸς Εὐκλείδην, ἐπὶ Παλλαδίῳ λέγων εἶναι τὰς δίκας, <person TLG=""0029"">Δείναρχος</person> δὲ ἐν τῷ κατὰ Πιστίου ἐν Ἀρείῳ πάγῳ. <person TLG=""0086"">Ἀριστοτέλης</person> δ' ἐν τῇ <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work> τῷ <person TLG=""0017"">Ἰσαίῳ</person> συμφωνεῖ. περὶ δὲ τοῦ ἑτέρου ἐγκλήματος <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.025"">κατ' Ἀριστογείτονος α</work>. <person TLG=""0030"">Ὑπερείδης</person> δ' ἐν τῷ κατ' Ἀθηνογένους α ἐπὶ ἐνέδρας καὶ ἐπιβουλῆς τῆς εἰς χρήματα ἰδίως κέχρηται τῷ ὀνόματι.","Bouleuseos: The name of a charge applied to two circumstances. The one is whenever someone by plot arranges death for someone else, whether the person plotted against dies or not, and the other whenever someone, being registered as indebted to the public treasury, sues someone on the grounds that he has registered him unlawfully. For the former, then, Isaios is a witness, in the speech Against Eukleides, when he says that the trials occurred in the Palladion, but Deinarchos in Against Pistias (says that they trials occurred) on the Areopagos. Aristotle in the Constitution of the Athenians agrees with Isaios. About the other charge: Demosthenes in the first speech Against Aristogeiton. But Hyperides in the first speech against Athenogenes, has used the word in a special sense applying to a trap and deception in regard to money.",""
urn:cite:dc3:harpocration.306.1,urn:cts:greekLit:tlg1389.tlg001.dc3:βούτης,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Βούτης: οὗτος ἔσχε τὴν ἱερωσύνην· καὶ ἀπὸ τούτου Βουτάδαι καὶ Ἐτεοβουτάδαι οἱ ἀπόγονοι τοῦ Βούτου· τὸ γὰρ ἐτεὸν ἀληθές. <person TLG=""0012"">Ὅμηρος</person> ""<q TLG=""0012.002.529"">εἰ ἐτεὸν σός εἰμι</q>.""","Boutes: This man held the priesthood. And from him (come) ‘Boutadai’ and ‘Eteoboutadai’, the descendents of Boutes. The ‘Eteo-’ means ‘true.’ Homer: “If I am truly your (son).”",""
urn:cite:dc3:harpocration.307.1,urn:cts:greekLit:tlg1389.tlg001.dc3:γάνος_καὶ_γανιάδα,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Γάνος καὶ Γανιάδα: <person TLG=""0026"">Αἰσχίνης</person> <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work>. χωρία ἐστὶ Θρᾳκικὰ, ὡς Ἀρτεμίδωρος.","Ganos kai Ganiada: Aischines, Against Ktesiphon. They are Thracian places, as Artemidoros (says).",""
urn:cite:dc3:harpocration.308.1,urn:cts:greekLit:tlg1389.tlg001.dc3:γεραραί,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Γεραραί: αἱ τῷ Διονύσῳ ἱερωμέναι γυναῖκες· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.059"">κατὰ Νεαίρας</work>.",Gerarai: the women who are consecrated to Dionysos. Demosthenes in Against Neaira.,""
urn:cite:dc3:harpocration.309.1,urn:cts:greekLit:tlg1389.tlg001.dc3:γνῶσις,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Γνῶσις: ἀντὶ τοῦ κρίσις <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.025"">κατ' Ἀριστογείτονος</work><ref TLG=""0014.025.28""/>.","Gnosis (decision): for 'legal judgment,' Demosthenes in Against Aristogeiton.",""
urn:cite:dc3:harpocration.310.1,urn:cts:greekLit:tlg1389.tlg001.dc3:γόργυρα,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Γόργυρα: τὸ κατὰ γῆς ὄρυγμα· <person TLG=""0029"">Δείναρχος</person>, <person TLG=""0026"">Αἰσχίνης</person>. ἔστι καὶ παρ' Ἡροδότῳ ἐν γ.","Gorgyra (drain): Underground ditch: Deinarchos, Aischines. It is also in Herodotos in book three.",""
urn:cite:dc3:harpocration.311.1,urn:cts:greekLit:tlg1389.tlg001.dc3:γραφεύς,Joshua D. Sosin <joshuad.sosin@gmail.com>,2015-06-01T14:35:15.795Z,"Γραφεύς: ἀντὶ τοῦ ζωγράφος <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.021"">κατὰ Μειδίου</work>. καὶ Γράφειν δὲ τὸ ζωγραφεῖν ἔλεγον.","Grapheus: for 'painter,' Demosthenes, Against Meidias. And they used to call painting 'graphein.'",""
urn:cite:dc3:harpocration.312.1,urn:cts:greekLit:tlg1389.tlg001.dc3:δάοχος,"Joshua D. Sosin <joshuad.sosin@gmail.com>,John-Paul Smith-MacDonald <jpr.macdonald@googlemail.com>,Mackenzie Zalin <mackzalin@gmail.com>",2015-06-01T14:35:15.795Z,"Δάοχος: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work>. εἷς οὗτος τῶν προεμένων Φιλίππῳ τὰ Θετταλῶν πράγματα.","Daochos: Demosthenes, For Ktesiphon. He is one of those who betrayed Thessalians' affairs to Philip.",""
